iso3,curr_renew,curr_co2,new_renew,new_co2,delta_co2,pct_reduction
ABW,6.9,7.970452792437604,16.9,7.909524359333123,-0.060928433104481705,0.7644287556949191
ABW,6.9,7.970452792437604,26.9,7.869616829497125,-0.10083596294047936,1.2651221400640238
ABW,6.9,7.9704527924376025,36.9,7.858257607840455,-0.11219518459714717,1.407638781871946
ABW,6.9,7.9704527924376025,56.9,7.858155027616455,-0.11229776482114762,1.4089257881019783
AFG,19.1,0.3895919449775783,29.1,0.38899883244974476,-0.0005931125278335614,0.1522394226779242
AFG,19.1,0.38959194497757815,39.1,0.3847362991127606,-0.0048556458648175704,1.2463414419661636
AFG,19.1,0.38959194497757826,49.1,0.3847362991127607,-0.0048556458648175704,1.2463414419661634
AFG,19.1,0.38959194497757826,69.1,0.383905918853475,-0.005686026124103238,1.4594824655398047
AGO,47.5,1.1060482463939199,57.5,1.1037149561178006,-0.002333290276119282,0.21095736860725323
AGO,47.5,1.1060482463939194,67.5,1.1026851066506578,-0.003363139743261634,0.30406808692356546
AGO,47.5,1.1060482463939196,77.5,1.1011548834839915,-0.004893362909928145,0.44241857675577123
AGO,47.5,1.1060482463939196,97.5,1.1011548834839908,-0.004893362909928811,0.44241857675583146
ALB,38.6,2.05844274325676,48.6,2.04510566407626,-0.013337079180499867,0.6479208238456339
ALB,38.6,2.0584427432567596,58.6,2.044607044246927,-0.013835699009832503,0.6721439814226937
ALB,38.6,2.0584427432567596,68.6,2.044607044246927,-0.013835699009832503,0.6721439814226937
ALB,38.6,2.05844274325676,88.6,2.044607044246927,-0.013835699009832947,0.6721439814227151
ARE,0.1,24.995651959653348,10.1,24.39137885437925,-0.6042731052740962,2.417512878837814
ARE,0.1,24.995651959653348,20.1,24.39137885437925,-0.6042731052740962,2.417512878837814
ARE,0.1,24.99565195965335,30.1,24.374686844802113,-0.6209651148512378,2.4842925315713575
ARE,0.1,24.995651959653344,50.1,24.350141340935448,-0.6455106187178963,2.582491625982972
ARG,9.8,4.568004391845753,19.8,4.535999548624642,-0.0320048432211113,0.7006307454135215
ARG,9.8,4.568004391845753,29.8,4.478281594948847,-0.08972279689690676,1.9641574131817607
ARG,9.8,4.568004391845754,39.8,4.468818140120275,-0.09918625172547912,2.171325664715523
ARG,9.8,4.568004391845753,59.8,4.468818140120276,-0.09918625172547735,2.1713256647154853
ARM,7.1,1.997622487066468,17.1,1.9681963701801184,-0.029426116886349662,1.4730569502930586
ARM,7.1,1.9976224870664678,27.1,1.9602024060196426,-0.03742008104682526,1.8732308676489264
ARM,7.1,1.9976224870664678,37.1,1.9400327353873286,-0.05758975167913927,2.882914667410983
ARM,7.1,1.9976224870664678,57.1,1.9197342777445736,-0.07788820932189422,3.8990454816252083
ATG,0.1,6.060011768702396,10.1,5.729463840478313,-0.3305479282240835,5.4545756813746635
ATG,0.1,6.060011768702398,20.1,5.7040739038445265,-0.3559378648578715,5.873550719755232
ATG,0.1,6.060011768702394,30.1,5.6551133265948605,-0.4048984421075339,6.681479468384484
ATG,0.1,6.060011768702397,50.1,5.642739840690096,-0.4172719280123012,6.885662007578077
AUS,9.3,16.225818170212893,19.3,16.20896835023789,-0.01684981997500401,0.10384573399162483
AUS,9.3,16.225818170212893,29.3,16.168943949494082,-0.056874220718810875,0.35051681291005526
AUS,9.3,16.22581817021289,39.3,16.14985848451203,-0.07595968570085887,0.46814086601996135
AUS,9.3,16.22581817021289,59.3,16.14985848451203,-0.07595968570085887,0.46814086601996135
AUT,35.7,8.203943484832777,45.7,8.203943484832777,0.0,0.0
AUT,35.7,8.203943484832777,55.7,8.203943484832779,1.7763568394002505e-15,2.1652475333165442e-14
AUT,35.7,8.203943484832779,65.7,8.203943484832779,0.0,0.0
AUT,35.7,8.203943484832777,85.7,8.203943484832779,1.7763568394002505e-15,2.1652475333165442e-14
AZE,2.1,3.5977241632908497,12.1,3.5228500948381503,-0.0748740684526994,2.081150890239786
AZE,2.1,3.5977241632908483,22.1,3.5093906665975014,-0.08833349669334689,2.4552604003011727
AZE,2.1,3.597724163290851,32.1,3.4789517624840878,-0.11877240080676321,3.301320374103436
AZE,2.1,3.5977241632908497,52.1,3.478951762484088,-0.11877240080676144,3.301320374103387
BDI,91.3,0.056890144890953634,101.3,0.056890144890953634,0.0,0.0
BDI,91.3,0.05689014489095363,111.3,0.05689014489095363,0.0,0.0
BDI,91.3,0.05689014489095362,121.3,0.056890144890953634,1.3877787807814457e-17,2.4394010306029704e-14
BDI,91.3,0.056890144890953634,141.3,0.056890144890953634,0.0,0.0
BEL,9.1,9.670131427380051,19.1,9.651895473246716,-0.018235954133334786,0.1885802097963367
BEL,9.1,9.670131427380051,29.1,9.649822600546718,-0.02030882683333246,0.21001603738114624
BEL,9.1,9.670131427380051,39.1,9.649822600546718,-0.02030882683333246,0.21001603738114624
BEL,9.1,9.670131427380053,59.1,9.649822600546717,-0.020308826833336013,0.210016037381183
BEN,51.0,0.40715249767767764,61.0,0.4063501748408999,-0.0008023228367777246,0.19705708336655806
BEN,51.0,0.40715249767767764,71.0,0.4044779138015031,-0.00267458387617453,0.6568997836019331
BEN,51.0,0.4071524976776776,81.0,0.4036597936238841,-0.003492704053793483,0.8578368237245797
BEN,51.0,0.4071524976776777,101.0,0.40365979362388404,-0.0034927040537936493,0.8578368237246204
BFA,78.9,0.1685175100216519,88.9,0.1682567043394614,-0.0002608056821905014,0.15476473759729292
BFA,78.9,0.16851751002165188,98.9,0.1682567043394614,-0.0002608056821904736,0.15476473759727646
BFA,78.9,0.16851751002165194,108.9,0.16825670433946144,-0.0002608056821905014,0.1547647375972929
BFA,78.9,0.1685175100216519,128.9,0.1682567043394614,-0.0002608056821905014,0.15476473759729292
BGD,35.4,0.5196596353166757,45.4,0.5193206876017549,-0.0003389477149208231,0.065224945692438
BGD,35.4,0.5196596353166757,55.4,0.5186834380452551,-0.0009761972714206202,0.18785320334255606
BGD,35.4,0.5196596353166758,65.4,0.5160901383201915,-0.003569496996484345,0.686891333075952
BGD,35.4,0.5196596353166757,85.4,0.5141876033716346,-0.005472031945041089,1.0530030760819982
BGR,17.1,5.67664733085276,27.1,5.637760957872113,-0.03888637298064701,0.6850235837146044
BGR,17.1,5.676647330852762,37.1,5.604433224405016,-0.0722141064477464,1.272125996893631
BGR,17.1,5.67664733085276,47.1,5.603002975105016,-0.07364435574774397,1.2973213140700945
BGR,17.1,5.676647330852761,67.1,5.6030029751050145,-0.07364435574774664,1.2973213140701412
BHR,0.0,25.77610607316727,10.0,24.969888272030474,-0.8062178011367962,3.12777189404905
BHR,0.0,25.77610607316727,20.0,24.969888272030474,-0.8062178011367962,3.12777189404905
BHR,0.0,25.776106073167274,30.0,24.969888272030474,-0.8062178011367997,3.127771894049064
BHR,0.0,25.776106073167266,50.0,24.945342768163805,-0.8307633050034617,3.2229976965693825
BHS,1.4,6.465530239156073,11.4,6.408316544033853,-0.05721369512222019,0.8849033722822419
BHS,1.4,6.465530239156074,21.4,6.39285268422673,-0.07267755492934391,1.1240772564823747
BHS,1.4,6.465530239156074,31.4,6.378426025849155,-0.08710421330691887,1.3472091241551183
BHS,1.4,6.465530239156075,51.4,6.378426025849155,-0.08710421330691975,1.3472091241551318
BIH,23.6,5.247153825531142,33.6,5.196551559862759,-0.050602265668382884,0.9643754948095252
BIH,23.6,5.247153825531144,43.6,5.185524577542759,-0.06162924798838443,1.174527182498714
BIH,23.6,5.247153825531142,53.6,5.185524577542761,-0.061629247988380875,1.1745271824986465
BIH,23.6,5.247153825531144,73.6,5.185524577542759,-0.06162924798838443,1.174527182498714
BLR,6.7,6.477776436280246,16.7,6.44956887705914,-0.02820755922110596,0.43545126168793313
BLR,6.7,6.477776436280245,26.7,6.398112265616429,-0.07966417066381659,1.2298073489791879
BLR,6.7,6.477776436280247,36.7,6.355477841449327,-0.12229859483092032,1.8879718377738302
BLR,6.7,6.477776436280247,56.7,6.354047592149328,-0.12372884413091878,1.9100511625864007
BLZ,37.4,2.262841355106943,47.4,2.2608436333639435,-0.001997721742999392,0.08828377378249651
BLZ,37.4,2.2628413551069433,57.4,2.260025047121444,-0.0028163079854994777,0.12445892325343229
BLZ,37.4,2.2628413551069433,67.4,2.2595435716594436,-0.003297783447499647,0.14573639641404695
BLZ,37.4,2.2628413551069437,87.4,2.258013348492777,-0.004828006614166824,0.21336036674734754
BMU,0.4,9.045027032189566,10.4,8.841394304755719,-0.2036327274338472,2.2513224859268663
BMU,0.4,9.045027032189566,20.4,8.809747461309053,-0.23527957088051288,2.601203623197551
BMU,0.4,9.045027032189564,30.4,8.768940683074163,-0.27608634911540086,3.05235515751209
BMU,0.4,9.045027032189562,50.4,8.768940683074163,-0.2760863491153991,3.052355157512071
BOL,15.0,1.7565840301075217,25.0,1.7422569330761328,-0.014327097031388902,0.8156226394994569
BOL,15.0,1.7565840301075217,35.0,1.7103273506734835,-0.04625667943403822,2.6333314342614633
BOL,15.0,1.7565840301075217,45.0,1.6921918228857527,-0.06439220722176908,3.6657629875997215
BOL,15.0,1.7565840301075217,65.0,1.690134837175753,-0.06644919293176876,3.7828644569711454
BRA,41.7,3.215415736841961,51.7,3.2118174867219613,-0.003598250119999591,0.11190621725119852
BRA,41.7,3.2154157368419605,61.7,3.2118174867219618,-0.0035982501199987027,0.11190621725117092
BRA,41.7,3.2154157368419614,71.7,3.2118174867219618,-0.003598250119999591,0.11190621725119852
BRA,41.7,3.2154157368419622,91.7,3.211817486721961,-0.0035982501200013672,0.11190621725125373
BRB,3.0,5.308303756621858,13.0,5.275473602646028,-0.03283015397583,0.6184678850541651
BRB,3.0,5.308303756621857,23.0,5.248437940434664,-0.05986581618719278,1.127776761315006
BRB,3.0,5.308303756621858,33.0,5.199050908359137,-0.10925284826272108,2.0581498963097826
BRB,3.0,5.308303756621858,53.0,5.188023926039139,-0.12027983058271907,2.265880704974271
BRN,0.0,20.724169034689233,10.0,20.161990378920855,-0.5621786557683777,2.7126716387391587
BRN,0.0,20.72416903468923,20.0,20.16199037892085,-0.5621786557683777,2.712671638739159
BRN,0.0,20.724169034689236,30.0,20.14692473602085,-0.5772442986683863,2.7853676434609445
BRN,0.0,20.724169034689233,50.0,20.122379232154188,-0.6017898025350448,2.9038066690526243
BTN,82.1,1.7666444067716476,92.1,1.7666444067716476,0.0,0.0
BTN,82.1,1.7666444067716478,102.1,1.7666444067716476,-2.220446049250313e-16,1.2568720908062867e-14
BTN,82.1,1.7666444067716478,112.1,1.7666444067716476,-2.220446049250313e-16,1.2568720908062867e-14
BTN,82.1,1.7666444067716474,132.1,1.7666444067716476,2.220446049250313e-16,1.256872090806287e-14
BWA,25.8,3.1082774331753,35.8,3.0938340892260143,-0.014443343949285481,0.4646735775619199
BWA,25.8,3.1082774331753007,45.8,3.0938340892260143,-0.014443343949286369,0.4646735775619483
BWA,25.8,3.1082774331753,55.8,3.093834089226014,-0.014443343949285925,0.4646735775619342
BWA,25.8,3.1082774331753003,75.8,3.093834089226015,-0.014443343949285037,0.4646735775619056
CAF,94.8,0.05347225843786211,104.8,0.05347225843786211,0.0,0.0
CAF,94.8,0.05347225843786211,114.8,0.05347225843786211,0.0,0.0
CAF,94.8,0.05347225843786211,124.8,0.05347225843786211,0.0,0.0
CAF,94.8,0.05347225843786211,144.8,0.05347225843786211,0.0,0.0
CAN,22.2,16.041711893616434,32.2,15.982602027890575,-0.05910986572585841,0.36847604618420016
CAN,22.2,16.041711893616434,42.2,15.982602027890575,-0.05910986572585841,0.36847604618420016
CAN,22.2,16.041711893616437,52.2,15.982602027890577,-0.05910986572586019,0.3684760461842111
CAN,22.2,16.041711893616434,72.2,15.982602027890575,-0.05910986572585841,0.36847604618420016
CHE,22.2,5.477811128181819,32.2,5.460098477153595,-0.017712651028223725,0.32335271541395516
CHE,22.2,5.477811128181819,42.2,5.456925659873594,-0.020885468308224908,0.38127397640227073
CHE,22.2,5.47781112818182,52.2,5.456925659873594,-0.020885468308225796,0.3812739764022869
CHE,22.2,5.477811128181819,72.2,5.456925659873594,-0.020885468308224908,0.38127397640227073
CHL,27.0,4.690833212410501,37.0,4.656944987849896,-0.03388822456060492,0.7224350776520279
CHL,27.0,4.6908332124105,47.0,4.656944987849894,-0.033888224560606695,0.7224350776520658
CHL,27.0,4.690833212410501,57.0,4.656944987849896,-0.03388822456060492,0.7224350776520279
CHL,27.0,4.690833212410503,77.0,4.656944987849897,-0.033888224560605806,0.7224350776520465
CHN,11.9,7.534226786997044,21.9,7.510656834624028,-0.02356995237301618,0.3128383713335311
CHN,11.9,7.534226786997046,31.9,7.46623238049879,-0.06799440649825605,0.902473583826867
CHN,11.9,7.534226786997044,41.9,7.45439412549879,-0.07983266149825408,1.059599926511814
CHN,11.9,7.534226786997046,61.9,7.452963876198788,-0.08126291079825787,1.0785832852616748
CIV,71.9,0.45960482621715354,81.9,0.45881930391020115,-0.0007855223069523909,0.1709125453311163
CIV,71.9,0.4596048262171536,91.9,0.45881930391020126,-0.0007855223069523354,0.1709125453311042
CIV,71.9,0.4596048262171536,101.9,0.4588193039102012,-0.0007855223069523909,0.17091254533111627
CIV,71.9,0.4596048262171536,121.9,0.45881930391020115,-0.0007855223069524464,0.17091254533112837
CMR,76.9,0.43085682108450546,86.9,0.43030434330402934,-0.0005524777804761238,0.12822769733237308
CMR,76.9,0.4308568210845054,96.9,0.43030434330402934,-0.0005524777804760683,0.1282276973323602
CMR,76.9,0.4308568210845055,106.9,0.43030434330402934,-0.0005524777804761793,0.12822769733238593
CMR,76.9,0.43085682108450546,126.9,0.4303043433040292,-0.0005524777804762349,0.12822769733239883
COD,92.9,0.10493007109563972,102.9,0.10493007109563973,1.3877787807814457e-17,1.3225748980161643e-14
COD,92.9,0.10493007109563973,112.9,0.10493007109563969,-4.163336342344337e-17,3.9677246940484924e-14
COD,92.9,0.10493007109563972,122.9,0.10493007109563969,-2.7755575615628914e-17,2.6451497960323287e-14
COD,92.9,0.10493007109563972,142.9,0.1049300710956397,-1.3877787807814457e-17,1.3225748980161643e-14
COG,62.1,1.0856279737246195,72.1,1.08306790109081,-0.002560072633809529,0.2358149104270334
COG,62.1,1.0856279737246193,82.1,1.0830679010908104,-0.002560072633808863,0.23581491042697209
COG,62.1,1.0856279737246197,92.1,1.0830679010908104,-0.002560072633809307,0.23581491042701289
COG,62.1,1.0856279737246197,112.1,1.0830679010908097,-0.0025600726338099733,0.23581491042707425
COK,24.3,4.039415194660082,34.3,3.8666308016826774,-0.17278439297740444,4.277460588993608
COK,24.3,4.039415194660079,44.3,3.8501251911524954,-0.18929000350758374,4.686074453495555
COK,24.3,4.039415194660079,54.3,3.8501251911524954,-0.18929000350758374,4.686074453495555
COK,24.3,4.039415194660079,74.3,3.850236139253496,-0.18917905540658309,4.68332781578554
COL,32.1,2.171209189914483,42.1,2.166663922921983,-0.004545266992499908,0.20934265632317683
COL,32.1,2.171209189914483,52.1,2.160352371848173,-0.010856818066309781,0.5000355616004646
COL,32.1,2.1712091899144825,62.1,2.1603523718481727,-0.010856818066309781,0.5000355616004646
COL,32.1,2.1712091899144834,82.1,2.1603523718481727,-0.01085681806631067,0.5000355616005053
COM,68.0,0.23762088943066437,78.0,0.2376208894306644,2.7755575615628914e-17,1.1680612627168766e-14
COM,68.0,0.2376208894306644,88.0,0.23720455015755965,-0.00041633927310474883,0.17521156246081337
COM,68.0,0.23762088943066437,98.0,0.23720455015755956,-0.00041633927310480434,0.17521156246083675
COM,68.0,0.2376208894306644,118.0,0.23720455015755965,-0.00041633927310474883,0.17521156246081337
CPV,26.1,1.0617594881256789,36.1,1.0510926248590282,-0.010666863266650672,1.004640258546769
CPV,26.1,1.0617594881256789,46.1,1.0447836388043379,-0.016975849321340997,1.5988413111625137
CPV,26.1,1.061759488125679,56.1,1.0425899698308854,-0.01916951829479374,1.8054482685748008
CPV,26.1,1.0617594881256787,76.1,1.0399525115844095,-0.021806976541269174,2.053852759042914
CRI,37.6,2.0159675346766956,47.6,2.00767332358372,-0.00829421109297579,0.41142582657244764
CRI,37.6,2.015967534676696,57.6,2.0076733235837194,-0.008294211092976678,0.4114258265724916
CRI,37.6,2.015967534676696,67.6,2.00767332358372,-0.008294211092976234,0.41142582657246957
CRI,37.6,2.0159675346766956,87.6,2.00767332358372,-0.00829421109297579,0.41142582657244764
CSHH,28.6,0.3153249607900589,38.6,0.2975871412580836,-0.017737819531975285,5.6252506898066335
CSHH,28.6,0.3153249607900589,48.6,0.29758714125808367,-0.01773781953197523,5.625250689806617
CSHH,28.6,0.315324960790059,58.6,0.2975871412580836,-0.017737819531975396,5.625250689806667
CSHH,28.6,0.3153249607900589,78.6,0.2978449419375836,-0.0174800188524753,5.5434935466822655
CUB,23.2,2.610914923318477,33.2,2.5971140863400652,-0.013800836978411724,0.5285824082261109
CUB,23.2,2.6109149233184774,43.2,2.5971140863400652,-0.013800836978412168,0.5285824082261278
CUB,23.2,2.610914923318478,53.2,2.5939767217700656,-0.0169382015484123,0.6487458245818218
CUB,23.2,2.6109149233184774,73.2,2.5939767217700647,-0.016938201548412746,0.6487458245818389
CYM,0.0,2.6510140254859924,10.0,2.35436278762358,-0.2966512378624122,11.190104428362243
CYM,0.0,2.651014025485993,20.0,2.351816178836833,-0.29919784664916005,11.286166115032534
CYM,0.0,2.651014025485993,30.0,2.2701762098149607,-0.38083781567103214,14.3657412601284
CYM,0.0,2.651014025485993,50.0,2.2668454936558904,-0.38416853183010247,14.491380586327733
CYP,9.5,5.538401264808801,19.5,5.489024290193209,-0.04937697461559232,0.8915384107203531
CYP,9.5,5.538401264808802,29.5,5.447557335085542,-0.09084392972325972,1.6402554704818026
CYP,9.5,5.5384012648088,39.5,5.443858337609351,-0.09454292719944934,1.7070436517516072
CYP,9.5,5.538401264808799,59.5,5.443755757385351,-0.09464550742344802,1.7088958148415316
CZE,14.8,9.527581396240148,24.8,9.513706937323482,-0.013874458916665944,0.14562414467685572
CZE,14.8,9.527581396240148,34.8,9.51370693732348,-0.01387445891666772,0.14562414467687437
CZE,14.8,9.52758139624015,44.8,9.513706937323482,-0.01387445891666772,0.14562414467687435
CZE,14.8,9.527581396240148,64.8,9.513706937323482,-0.013874458916665944,0.14562414467685572
DEU,14.0,9.447669030620764,24.0,9.436718440054094,-0.01095059056667047,0.11590785548454968
DEU,14.0,9.447669030620762,34.0,9.436718440054095,-0.010950590566666918,0.1159078554845121
DEU,14.0,9.44766903062076,44.0,9.436718440054094,-0.010950590566666918,0.11590785548451213
DEU,14.0,9.447669030620762,64.0,9.436718440054094,-0.010950590566668694,0.1159078554845309
DJI,29.4,0.6762229729756034,39.4,0.6696954552292225,-0.00652751774638094,0.9652907409604432
DJI,29.4,0.6762229729756033,49.4,0.6680458460758573,-0.008177126899746034,1.2092353005642487
DJI,29.4,0.6762229729756034,59.4,0.6662242359565795,-0.009998737019023873,1.4786154003355052
DJI,29.4,0.6762229729756034,79.4,0.6616387861557542,-0.014584186819849188,2.156712712032537
DMA,9.9,3.0205034701008366,19.9,3.000934946547425,-0.019568523553411765,0.6478563506751571
DMA,9.9,3.0205034701008366,29.9,2.98506206152244,-0.035441408578396505,1.173360962144941
DMA,9.9,3.020503470100836,39.9,2.981566660575535,-0.0389368095253011,1.2890834230361348
DMA,9.9,3.0205034701008353,59.9,2.981566660575536,-0.03893680952529932,1.2890834230360766
DNK,30.2,7.485858870756597,40.2,7.475896522389497,-0.009962348367100304,0.13308223597452631
DNK,30.2,7.485858870756596,50.2,7.475896522389496,-0.009962348367100304,0.13308223597452631
DNK,30.2,7.485858870756596,60.2,7.475896522389497,-0.009962348367099416,0.13308223597451446
DNK,30.2,7.485858870756597,80.2,7.475896522389496,-0.009962348367101193,0.13308223597453817
DOM,17.3,2.288932243124784,27.3,2.2817404432879584,-0.0071917998368253855,0.314198895944921
DOM,17.3,2.2889322431247843,37.3,2.276821847578911,-0.012110395545873232,0.5290849295451607
DOM,17.3,2.2889322431247843,47.3,2.2722542337089107,-0.016678009415873607,0.7286370955701716
DOM,17.3,2.2889322431247834,67.3,2.2722542337089107,-0.01667800941587272,0.7286370955701331
DZA,0.1,4.0932154890287284,10.1,3.8376658727440307,-0.25554961628469774,6.243248540656154
DZA,0.1,4.0932154890287284,20.1,3.8082112477312524,-0.28500424129747604,6.9628447869746575
DZA,0.1,4.0932154890287284,30.1,3.7594287734575222,-0.3337867155712062,8.154633355264904
DZA,0.1,4.0932154890287284,50.1,3.758117142702522,-0.3350983463262063,8.186677374411117
ECU,12.2,2.706966392095044,22.2,2.7062038590672652,-0.0007625330277787334,0.028169283150522403
ECU,12.2,2.7069663920950444,32.2,2.6690789515581397,-0.03788744053690474,1.399627296723914
ECU,12.2,2.7069663920950435,42.2,2.669078951558139,-0.03788744053690474,1.3996272967239145
ECU,12.2,2.7069663920950435,62.2,2.6640504521381385,-0.042915939956905014,1.5853887245231155
EGY,5.4,1.6824225219499664,15.4,1.6575231930098637,-0.024899328940102716,1.479968831565796
EGY,5.4,1.6824225219499664,25.4,1.6473450992713554,-0.035077422678611025,2.0849353964874107
EGY,5.4,1.6824225219499664,35.4,1.6155737079838577,-0.06684881396610876,3.9733665648168714
EGY,5.4,1.6824225219499664,55.4,1.5938407414515945,-0.08858178049837195,5.265132827377015
ERI,80.5,0.29844521158333426,90.5,0.2979681663010106,-0.0004770452823236737,0.15984350353380333
ERI,80.5,0.2984452115833344,100.5,0.29796816630101064,-0.00047704528232378474,0.15984350353384044
ERI,80.5,0.2984452115833346,110.5,0.2979681663010106,-0.0004770452823240068,0.15984350353391474
ERI,80.5,0.2984452115833344,130.5,0.2979681663010106,-0.00047704528232384025,0.15984350353385904
ESP,17.3,5.656733111696552,27.3,5.615897351550124,-0.04083576014642798,0.7218965317983799
ESP,17.3,5.6567331116965525,37.3,5.6080516351025045,-0.04868147659404798,0.8605934844864469
ESP,17.3,5.656733111696553,47.3,5.608051635102506,-0.04868147659404709,0.8605934844864311
ESP,17.3,5.656733111696552,67.3,5.608051635102505,-0.0486814765940462,0.8605934844864157
EST,25.3,13.497893859507581,35.3,13.446235859781725,-0.051657999725856385,0.3827115568068405
EST,25.3,13.497893859507585,45.3,13.446235859781725,-0.05165799972585994,0.38271155680686664
EST,25.3,13.497893859507581,55.3,13.446235859781725,-0.051657999725856385,0.3827115568068405
EST,25.3,13.497893859507581,75.3,13.446235859781725,-0.051657999725856385,0.3827115568068405
ETH,91.4,0.1374731238735319,101.4,0.1374731238735318,-8.326672684688674e-17,6.056945859722209e-14
ETH,91.4,0.13747312387353186,111.4,0.13747312387353186,0.0,0.0
ETH,91.4,0.1374731238735319,121.4,0.1374731238735319,0.0,0.0
ETH,91.4,0.1374731238735319,141.4,0.13747312387353186,-2.7755575615628914e-17,2.0189819532407363e-14
FIN,41.2,9.054394018342482,51.2,9.054394018342483,1.7763568394002505e-15,1.9618726949607993e-14
FIN,41.2,9.054394018342483,61.2,9.054394018342483,0.0,0.0
FIN,41.2,9.054394018342482,71.2,9.054394018342482,0.0,0.0
FIN,41.2,9.054394018342483,91.2,9.054394018342482,-1.7763568394002505e-15,1.961872694960799e-14
FJI,33.2,1.5384337083268955,43.2,1.5332488395318165,-0.005184868795079067,0.33702256827938376
FJI,33.2,1.538433708326896,53.2,1.5332488395318165,-0.005184868795079511,0.33702256827941257
FJI,33.2,1.5384337083268957,63.2,1.532430253289317,-0.006003455037578709,0.39023163657195803
FJI,33.2,1.5384337083268953,83.2,1.5304118050321736,-0.008021903294721744,0.5214331466674548
FRA,13.2,5.591509568937037,23.2,5.571477828428705,-0.02003174050833234,0.3582528163703104
FRA,13.2,5.5915095689370355,33.2,5.554904796327752,-0.03660477260928374,0.654649199075634
FRA,13.2,5.591509568937036,43.2,5.552663023327751,-0.038846545609285243,0.6947416458891994
FRA,13.2,5.591509568937038,63.2,5.552663023327752,-0.03884654560928613,0.694741645889215
FSM,1.5,2.3580184035208895,11.5,2.3077024279870315,-0.050315975533858026,2.1338245477104176
FSM,1.5,2.358018403520888,21.5,2.2844521556580615,-0.07356624786282673,3.1198334903994334
FSM,1.5,2.3580184035208887,31.5,2.2368070775974913,-0.12121132592339734,5.14038930919326
FSM,1.5,2.3580184035208887,51.5,2.218402070954514,-0.13961633256637462,5.920917850255354
GAB,81.3,2.9567071220517516,91.3,2.9567071220517516,0.0,0.0
GAB,81.3,2.956707122051752,101.3,2.956707122051752,0.0,0.0
GAB,81.3,2.956707122051751,111.3,2.956707122051752,8.881784197001252e-16,3.00394453368716e-14
